"TOA5","JLH-1K-2","CR1000","24121","CR1000.Std.32.07","CPU:One Thermo-TDR Probe Calibration Andreas All TCs.CR1","61233","ProbeID_D6_Cal"
"TIMESTAMP","RECORD","PTemp","Counter","T1","T2","T3","Htr_mV"
"TS","RN","","","deg C","","deg C","mV"
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-03-18 10:00:00",0,18.58,0,18.74169,-7.887865E+10,-9.687974E+07,0
"2025-03-18 10:00:01",1,18.58,1,18.74169,-6.207766E+10,-1.379253E+08,0
"2025-03-18 10:00:02",2,18.58,2,18.7473,-4.821663E+10,-1.736103E+08,0
"2025-03-18 10:00:03",3,18.58,3,18.74169,-3.841719E+10,-2.239459E+08,0
"2025-03-18 10:00:04",4,18.58,4,18.7473,-3.084098E+10,-2.677227E+08,0
"2025-03-18 10:00:05",5,18.58,5,18.74169,-1.659892E+10,-1.114722E+10,0
"2025-03-18 10:00:06",6,18.58,6,18.74169,-9.380913E+09,18.69678,0
"2025-03-18 10:00:07",7,18.58,7,18.74169,-2.330309E+09,18.46099,0
"2025-03-18 10:00:08",8,18.58,8,18.74169,-2.658343E+10,18.41046,301.8
"2025-03-18 10:00:09",9,18.58,9,18.74169,-6.686869E+10,18.70801,301.8
"2025-03-18 10:00:10",10,18.58,10,18.74169,-3.947402E+11,18.7024,301.1
"2025-03-18 10:00:11",11,18.58,11,18.74169,-1.390397E+12,18.65188,300.4
"2025-03-18 10:00:12",12,18.58,12,18.74169,-2.145936E+12,18.67995,300.4
"2025-03-18 10:00:13",13,18.58,13,18.74169,-2.676673E+12,28.16039,300.4
"2025-03-18 10:00:14",14,18.58,14,18.73046,-2.689071E+12,18.51714,300.4
"2025-03-18 10:00:15",15,18.58,15,18.73608,-2.781309E+12,-43.90186,300.4
"2025-03-18 10:00:16",16,18.58,16,18.73046,-2.966192E+12,18.67995,299.1
"2025-03-18 10:00:17",17,18.58,17,18.73608,-3.402797E+12,18.59574,299.1
"2025-03-18 10:00:18",18,18.58,18,18.73046,-1.362737E+11,18.62381,299.1
"2025-03-18 10:00:19",19,18.58,19,18.73608,-24818.95,18.63504,299.1
"2025-03-18 10:00:20",20,18.58,20,18.74169,-2192099,18.64627,299.1
"2025-03-18 10:00:21",21,18.58,21,18.74169,-1.334912E+08,18.65188,299.1
"2025-03-18 10:00:22",22,18.58,22,18.74169,-2.307534E+09,18.66311,298.4
"2025-03-18 10:00:23",23,18.58,23,18.75291,1817.773,18.67433,0
"2025-03-18 10:00:24",24,18.58,24,18.75853,54.67022,18.68556,0
"2025-03-18 10:00:25",25,18.58,25,18.76414,51.77193,18.7024,0
"2025-03-18 10:00:26",26,18.58,26,18.77536,49.39313,18.71924,0
"2025-03-18 10:00:27",27,18.58,27,18.79781,47.3938,18.73608,0
"2025-03-18 10:00:28",28,18.58,28,18.80904,45.63157,18.76414,0
"2025-03-18 10:00:29",29,18.58,29,18.83149,44.09198,18.7922,0
"2025-03-18 10:00:30",30,18.58,30,18.84832,42.71214,18.82026,0
"2025-03-18 10:00:31",31,18.58,31,18.87638,41.47063,18.84832,0
"2025-03-18 10:00:32",32,18.58,32,18.91005,40.35188,18.8876,0
"2025-03-18 10:00:33",33,18.58,33,18.93249,39.32384,18.92127,0
"2025-03-18 10:00:34",34,18.58,34,18.96055,38.38692,18.95494,0
"2025-03-18 10:00:35",35,18.58,35,18.99421,37.52512,18.99421,0
"2025-03-18 10:00:36",36,18.58,36,19.03349,36.72781,19.03349,0
"2025-03-18 10:00:37",37,18.58,37,19.07276,35.9952,19.07837,0
"2025-03-18 10:00:38",38,18.58,38,19.10642,35.31656,19.11764,0
"2025-03-18 10:00:39",39,18.58,39,19.14568,34.68109,19.16251,0
"2025-03-18 10:00:40",40,18.61,40,19.20978,34.11319,19.23222,0
"2025-03-18 10:00:41",41,18.58,41,19.22421,33.54012,19.25225,0
"2025-03-18 10:00:42",42,18.58,42,19.26347,33.02385,19.29151,0
"2025-03-18 10:00:43",43,18.58,43,19.30272,32.54019,19.33076,0
"2025-03-18 10:00:44",44,18.61,44,19.36681,32.10804,19.40045,0
"2025-03-18 10:00:45",45,18.61,45,19.40045,31.67877,19.4397,0
"2025-03-18 10:00:46",46,18.61,46,19.44531,31.27125,19.47895,0
"2025-03-18 10:00:47",47,18.61,47,19.46774,30.88555,19.51259,0
"2025-03-18 10:00:48",48,18.61,48,19.51259,30.52168,19.55183,0
"2025-03-18 10:00:49",49,18.61,49,19.54622,30.17968,19.59107,0
"2025-03-18 10:00:50",50,18.61,50,19.57986,29.85406,19.6191,0
"2025-03-18 10:00:51",51,18.61,51,19.61349,29.55039,19.65273,0
"2025-03-18 10:00:52",52,18.61,52,19.64152,29.24105,19.68636,0
"2025-03-18 10:00:53",53,18.61,53,19.67515,28.96473,19.71438,0
"2025-03-18 10:00:54",54,18.61,54,19.69757,28.69935,19.74801,0
"2025-03-18 10:00:55",55,18.61,55,19.72559,28.44494,19.77042,0
"2025-03-18 10:00:56",56,18.61,56,19.75361,28.2015,19.80405,0
"2025-03-18 10:00:57",57,18.61,57,19.77603,27.96904,19.82646,0
"2025-03-18 10:00:58",58,18.61,58,19.80405,27.74204,19.84888,0
"2025-03-18 10:00:59",59,18.61,59,19.82646,27.53158,19.8825,0
"2025-03-18 10:01:00",60,18.61,60,19.84888,27.32659,19.90491,0
"2025-03-18 10:01:01",61,18.61,61,19.87129,27.12708,19.92172,0
"2025-03-18 10:01:02",62,18.61,62,19.8881,26.9386,19.93852,0
"2025-03-18 10:01:03",63,18.61,63,19.90491,26.76117,19.96094,0
"2025-03-18 10:01:04",64,18.61,64,19.92732,26.58368,19.98334,0
"2025-03-18 10:01:05",65,18.61,65,19.94413,26.41725,19.99455,0
"2025-03-18 10:01:06",66,18.61,66,19.96094,26.25632,20.01696,0
"2025-03-18 10:01:07",67,18.61,67,19.97214,26.1009,20.02816,0
"2025-03-18 10:01:08",68,18.61,68,19.99455,25.951,20.03937,0
"2025-03-18 10:01:09",69,18.61,69,20.01135,25.80663,20.05617,0
"2025-03-18 10:01:10",70,18.61,70,20.01696,25.67333,20.07298,0
"2025-03-18 10:01:11",71,18.61,71,20.02816,25.54,20.07858,0
"2025-03-18 10:01:12",72,18.61,72,20.03937,25.40109,20.08978,0
"2025-03-18 10:01:13",73,18.61,73,20.05057,25.27882,20.10098,0
"2025-03-18 10:01:14",74,18.61,74,20.06177,25.15654,20.10658,0
"2025-03-18 10:01:15",75,18.61,75,20.06738,25.03979,20.11779,0
"2025-03-18 10:01:16",76,18.61,76,20.07858,24.92858,20.12899,0
"2025-03-18 10:01:17",77,18.61,77,20.08418,24.81735,20.14019,0
"2025-03-18 10:01:18",78,18.61,78,20.09538,24.70611,20.14019,0
"2025-03-18 10:01:19",79,18.61,79,20.10098,24.60597,20.15139,0
"2025-03-18 10:01:20",80,18.61,80,20.10658,24.50582,20.15699,0
"2025-03-18 10:01:21",81,18.61,81,20.11218,24.41121,20.1626,0
"2025-03-18 10:01:22",82,18.61,82,20.11779,24.3166,20.1626,0
"2025-03-18 10:01:23",83,18.61,83,20.12899,24.22197,20.1738,0
"2025-03-18 10:01:24",84,18.61,84,20.12899,24.13846,20.1738,0
"2025-03-18 10:01:25",85,18.61,85,20.13459,24.04938,20.185,0
"2025-03-18 10:01:26",86,18.61,86,20.13459,23.96585,20.185,0
"2025-03-18 10:01:27",87,18.61,87,20.14019,23.88231,20.185,0
"2025-03-18 10:01:28",88,18.61,88,20.14579,23.80433,20.185,0
"2025-03-18 10:01:29",89,18.61,89,20.15139,23.72634,20.185,0
"2025-03-18 10:01:30",90,18.61,90,20.14019,23.65392,20.1906,0
"2025-03-18 10:01:31",91,18.61,91,20.15139,23.58148,20.1962,0
"2025-03-18 10:01:32",92,18.61,92,20.15139,23.51461,20.1962,0
"2025-03-18 10:01:33",93,18.61,93,20.15139,23.44217,20.1962,0
"2025-03-18 10:01:34",94,18.61,94,20.15139,23.36971,20.1962,0
"2025-03-18 10:01:35",95,18.61,95,20.15139,23.3084,20.1962,0
"2025-03-18 10:01:36",96,18.61,96,20.15139,23.24707,20.1962,0
"2025-03-18 10:01:37",97,18.61,97,20.15138,23.18014,20.19619,0
"2025-03-18 10:01:38",98,18.61,98,20.15138,23.11881,20.19619,0
"2025-03-18 10:01:39",99,18.61,99,20.15138,23.06305,20.19059,0
"2025-03-18 10:01:40",100,18.61,100,20.15138,23.0017,20.19059,0
"2025-03-18 10:01:41",101,18.61,101,20.15138,22.94036,20.19059,0
"2025-03-18 10:01:42",102,18.61,102,20.15138,22.89015,20.19059,0
"2025-03-18 10:01:43",103,18.61,103,20.15138,22.83437,20.18499,0
"2025-03-18 10:01:44",104,18.61,104,20.14578,22.78417,20.18499,0
"2025-03-18 10:01:45",105,18.61,105,20.14578,22.72838,20.18499,0
"2025-03-18 10:01:46",106,18.61,106,20.14018,22.68374,20.18499,0
"2025-03-18 10:01:47",107,18.61,107,20.14018,22.62794,20.17379,0
"2025-03-18 10:01:48",108,18.61,108,20.14018,22.5833,20.17379,0
"2025-03-18 10:01:49",109,18.61,109,20.14018,22.53866,20.17379,0
"2025-03-18 10:01:50",110,18.61,110,20.14018,22.49401,20.17379,0
"2025-03-18 10:01:51",111,18.61,111,20.13458,22.44936,20.16819,0
"2025-03-18 10:01:52",112,18.61,112,20.12898,22.4047,20.16819,0
"2025-03-18 10:01:53",113,18.61,113,20.12898,22.36005,20.16258,0
"2025-03-18 10:01:54",114,18.61,114,20.12898,22.31539,20.16258,0
"2025-03-18 10:01:55",115,18.61,115,20.12338,22.27631,20.15138,0
"2025-03-18 10:01:56",116,18.61,116,20.11778,22.23722,20.15138,0
"2025-03-18 10:01:57",117,18.61,117,20.11778,22.19256,20.15138,0
"2025-03-18 10:01:58",118,18.61,118,20.11778,22.15905,20.14018,0
"2025-03-18 10:01:59",119,18.61,119,20.10658,22.11996,20.14018,0
"2025-03-18 10:02:00",120,18.61,120,20.10658,22.08087,20.14018,0
"2025-03-18 10:02:01",121,18.61,121,20.10658,22.04737,20.14018,0
"2025-03-18 10:02:02",122,18.61,122,20.10658,22.01385,20.12898,0
"2025-03-18 10:02:03",123,18.61,123,20.10097,21.97476,20.12898,0
"2025-03-18 10:02:04",124,18.61,124,20.09537,21.94124,20.12898,0
"2025-03-18 10:02:05",125,18.61,125,20.09537,21.90214,20.11778,0
"2025-03-18 10:02:06",126,18.61,126,20.08977,21.87421,20.11778,0
"2025-03-18 10:02:07",127,18.61,127,20.08417,21.84069,20.11218,0
"2025-03-18 10:02:08",128,18.61,128,20.08417,21.80717,20.10658,0
"2025-03-18 10:02:09",129,18.61,129,20.07297,21.77924,20.10658,0
"2025-03-18 10:02:10",130,18.61,130,20.07297,21.7513,20.10658,0
"2025-03-18 10:02:11",131,18.61,131,20.06737,21.71777,20.09537,0
"2025-03-18 10:02:12",132,18.61,132,20.06737,21.68424,20.09537,0
"2025-03-18 10:02:13",133,18.61,133,20.06176,21.66189,20.08417,0
"2025-03-18 10:02:14",134,18.61,134,20.06176,21.63395,20.08417,0
"2025-03-18 10:02:15",135,18.61,135,20.05616,21.60042,20.08417,0
"2025-03-18 10:02:16",136,18.61,136,20.05056,21.57807,20.07297,0
"2025-03-18 10:02:17",137,18.61,137,20.05056,21.54453,20.07297,0
"2025-03-18 10:02:18",138,18.61,138,20.03936,21.52218,20.06176,0
"2025-03-18 10:02:19",139,18.61,139,20.03936,21.49423,20.06176,0
"2025-03-18 10:02:20",140,18.61,140,20.03936,21.47187,20.05616,0
"2025-03-18 10:02:21",141,18.61,141,20.03375,21.44392,20.05056,0
"2025-03-18 10:02:22",142,18.61,142,20.02815,21.42156,20.05056,0
"2025-03-18 10:02:23",143,18.61,143,20.02815,21.3992,20.03936,0
"2025-03-18 10:02:24",144,18.61,144,20.02255,21.37125,20.03936,0
"2025-03-18 10:02:25",145,18.61,145,20.01695,21.34888,20.03936,0
"2025-03-18 10:02:26",146,18.61,146,20.01135,21.32093,20.02815,0
"2025-03-18 10:02:27",147,18.61,147,20.00574,21.30416,20.02815,0
"2025-03-18 10:02:28",148,18.61,148,20.00574,21.28179,20.02255,0
"2025-03-18 10:02:29",149,18.61,149,20.00014,21.25943,20.01695,0
"2025-03-18 10:02:30",150,18.61,150,19.99454,21.23706,20.01695,0
"2025-03-18 10:02:31",151,18.61,151,19.99454,21.21469,20.01135,0
"2025-03-18 10:02:32",152,18.61,152,19.98894,21.19232,20.00574,0
"2025-03-18 10:02:33",153,18.61,153,19.98334,21.17555,20.00014,0
"2025-03-18 10:02:34",154,18.61,154,19.98334,21.15318,19.99454,0
"2025-03-18 10:02:35",155,18.64,155,19.99918,21.15781,20.02159,0
"2025-03-18 10:02:36",156,18.61,156,19.97213,21.11962,19.98334,0
"2025-03-18 10:02:37",157,18.61,157,19.97213,21.09725,19.98334,0
"2025-03-18 10:02:38",158,18.61,158,19.96093,21.08047,19.98334,0
"2025-03-18 10:02:39",159,18.61,159,19.96093,21.0581,19.97213,0
"2025-03-18 10:02:40",160,18.61,160,19.95533,21.04132,19.97213,0
"2025-03-18 10:02:41",161,18.61,161,19.94972,21.02454,19.96653,0
"2025-03-18 10:02:42",162,18.61,162,19.94972,21.00217,19.96093,0
"2025-03-18 10:02:43",163,18.61,163,19.94412,20.98538,19.96093,0
"2025-03-18 10:02:44",164,18.61,164,19.93852,20.9686,19.94972,0
"2025-03-18 10:02:45",165,18.61,165,19.93292,20.95182,19.94972,0
"2025-03-18 10:02:46",166,18.61,166,19.92731,20.93504,19.94412,0
"2025-03-18 10:02:47",167,18.61,167,19.92731,20.91825,19.93852,0
"2025-03-18 10:02:48",168,18.64,168,19.94876,20.92849,19.96557,0
"2025-03-18 10:02:49",169,18.61,169,19.91611,20.88469,19.92731,0
"2025-03-18 10:02:50",170,18.61,170,19.91051,20.8679,19.92731,0
"2025-03-18 10:02:51",171,18.64,171,19.93756,20.88373,19.95437,0
"2025-03-18 10:02:52",172,18.61,172,19.9049,20.83993,19.91611,0
"2025-03-18 10:02:53",173,18.61,173,19.9049,20.82314,19.91611,0
"2025-03-18 10:02:54",174,18.61,174,19.8993,20.80636,19.91611,0
"2025-03-18 10:02:55",175,18.61,175,19.89369,20.79517,19.9049,0
"2025-03-18 10:02:56",176,18.61,176,19.88809,20.77838,19.8993,0
"2025-03-18 10:02:57",177,18.61,177,19.88249,20.76159,19.89369,0
"2025-03-18 10:02:58",178,18.61,178,19.88809,20.74481,19.89369,0
"2025-03-18 10:02:59",179,18.61,179,19.88249,20.73362,19.89369,0
"2025-03-18 10:03:00",180,18.61,180,19.87688,20.72242,19.88249,0
"2025-03-18 10:03:01",181,18.61,181,19.87128,20.70564,19.88249,0
"2025-03-18 10:03:02",182,18.61,182,19.86568,20.69444,19.87688,0
"2025-03-18 10:03:03",183,18.61,183,19.86568,20.68325,19.87128,0
"2025-03-18 10:03:04",184,18.61,184,19.86568,20.66646,19.87128,0
"2025-03-18 10:03:05",185,18.61,185,19.86008,20.65527,19.86568,0
"2025-03-18 10:03:06",186,18.61,186,19.85447,20.63848,19.86008,0
"2025-03-18 10:03:07",187,18.61,187,19.84887,20.62728,19.86008,0
"2025-03-18 10:03:08",188,18.61,188,19.84327,20.61609,19.84887,0
"2025-03-18 10:03:09",189,18.61,189,19.83766,20.5993,19.84887,0
"2025-03-18 10:03:10",190,18.61,190,19.83766,20.58811,19.84327,0
"2025-03-18 10:03:11",191,18.61,191,19.83766,20.57691,19.83766,0
"2025-03-18 10:03:12",192,18.61,192,19.82645,20.56572,19.83766,0
"2025-03-18 10:03:13",193,18.61,193,19.82645,20.55452,19.83206,0
"2025-03-18 10:03:14",194,18.61,194,19.82645,20.54332,19.82645,0
"2025-03-18 10:03:15",195,18.61,195,19.82085,20.52653,19.82645,0
"2025-03-18 10:03:16",196,18.61,196,19.81525,20.51534,19.81525,0
"2025-03-18 10:03:17",197,18.61,197,19.80964,20.50414,19.81525,0
"2025-03-18 10:03:18",198,18.61,198,19.80964,20.49295,19.81525,0
"2025-03-18 10:03:19",199,18.61,199,19.80404,20.48735,19.80404,0
"2025-03-18 10:03:20",200,18.61,200,19.79844,20.47055,19.80404,0
"2025-03-18 10:03:21",201,18.61,201,19.79284,20.45936,19.80404,0
"2025-03-18 10:03:22",202,18.61,202,19.79284,20.45376,19.79284,0
"2025-03-18 10:03:23",203,18.61,203,19.78723,20.43696,19.79284,0
"2025-03-18 10:03:24",204,18.61,204,19.78163,20.42577,19.78723,0
"2025-03-18 10:03:25",205,18.61,205,19.78163,20.42017,19.78163,0
"2025-03-18 10:03:26",206,18.61,206,19.78163,20.41457,19.78163,0
"2025-03-18 10:03:27",207,18.61,207,19.77602,20.39777,19.77602,0
"2025-03-18 10:03:28",208,18.61,208,19.77042,20.39218,19.77042,0
"2025-03-18 10:03:29",209,18.61,209,19.77042,20.38098,19.77042,0
"2025-03-18 10:03:30",210,18.61,210,19.76481,20.36978,19.77042,0
"2025-03-18 10:03:31",211,18.61,211,19.75921,20.35858,19.75921,0
"2025-03-18 10:03:32",212,18.61,212,19.7536,20.34739,19.75921,0
"2025-03-18 10:03:33",213,18.61,213,19.7536,20.33618,19.7592,0
"2025-03-18 10:03:34",214,18.61,214,19.748,20.32498,19.748,0
"2025-03-18 10:03:35",215,18.61,215,19.748,20.32498,19.748,0
"2025-03-18 10:03:36",216,18.61,216,19.74239,20.31378,19.748,0
"2025-03-18 10:03:37",217,18.61,217,19.73679,20.30258,19.73679,0
"2025-03-18 10:03:38",218,18.61,218,19.73679,20.29138,19.73679,0
"2025-03-18 10:03:39",219,18.61,219,19.73118,20.28018,19.73679,0
"2025-03-18 10:03:40",220,18.61,220,19.72558,20.28018,19.72558,0
"2025-03-18 10:03:41",221,18.61,221,19.72558,20.26899,19.72558,0
"2025-03-18 10:03:42",222,18.61,222,19.72558,20.25778,19.72558,0
"2025-03-18 10:03:43",223,18.61,223,19.71437,20.24658,19.71997,0
"2025-03-18 10:03:44",224,18.61,224,19.71437,20.24098,19.71437,0
"2025-03-18 10:03:45",225,18.61,225,19.70877,20.22978,19.71437,0
"2025-03-18 10:03:46",226,18.61,226,19.70316,20.22418,19.70877,0
"2025-03-18 10:03:47",227,18.61,227,19.70316,20.21298,19.70316,0
"2025-03-18 10:03:48",228,18.61,228,19.70316,20.20738,19.70316,0
"2025-03-18 10:03:49",229,18.61,229,19.70316,20.19618,19.69756,0
"2025-03-18 10:03:50",230,18.61,230,19.69195,20.19058,19.69195,0
"2025-03-18 10:03:51",231,18.61,231,19.69195,20.17938,19.69195,0
"2025-03-18 10:03:52",232,18.61,232,19.69195,20.17378,19.69195,0
"2025-03-18 10:03:53",233,18.61,233,19.68635,20.16818,19.68074,0
"2025-03-18 10:03:54",234,18.61,234,19.68074,20.15698,19.68074,0
"2025-03-18 10:03:55",235,18.61,235,19.68074,20.15698,19.68074,0
"2025-03-18 10:03:56",236,18.61,236,19.68074,20.14578,19.68074,0
"2025-03-18 10:03:57",237,18.61,237,19.67514,20.13457,19.66953,0
"2025-03-18 10:03:58",238,18.61,238,19.66953,20.12897,19.66953,0
"2025-03-18 10:03:59",239,18.61,239,19.66953,20.12337,19.66953,0
"2025-03-18 10:04:00",240,18.61,240,19.66393,20.11217,19.66393,0
"2025-03-18 10:04:01",241,18.61,241,19.65832,20.10657,19.66393,0
"2025-03-18 10:04:02",242,18.61,242,19.65832,20.10097,19.65832,0
"2025-03-18 10:04:03",243,18.61,243,19.65832,20.09537,19.65832,0
"2025-03-18 10:04:04",244,18.61,244,19.65272,20.08977,19.65832,0
"2025-03-18 10:04:05",245,18.61,245,19.64711,20.07856,19.64711,0
"2025-03-18 10:04:06",246,18.61,246,19.64711,20.07296,19.64711,0
"2025-03-18 10:04:07",247,18.61,247,19.64711,20.06736,19.64711,0
"2025-03-18 10:04:08",248,18.61,248,19.64151,20.06176,19.64151,0
"2025-03-18 10:04:09",249,18.61,249,19.6359,20.05616,19.6359,0
"2025-03-18 10:04:10",250,18.61,250,19.6359,20.04495,19.6359,0
"2025-03-18 10:04:11",251,18.61,251,19.6359,20.04495,19.6359,0
"2025-03-18 10:04:12",252,18.61,252,19.6303,20.03375,19.6359,0
"2025-03-18 10:04:13",253,18.61,253,19.62469,20.02815,19.62469,0
"2025-03-18 10:04:14",254,18.61,254,19.62469,20.02255,19.62469,0
"2025-03-18 10:04:15",255,18.61,255,19.61909,20.01694,19.61909,0
"2025-03-18 10:04:16",256,18.61,256,19.61909,20.01134,19.61909,0
"2025-03-18 10:04:17",257,18.61,257,19.61348,20.00574,19.61348,0
"2025-03-18 10:04:18",258,18.61,258,19.61348,20.00014,19.61348,0
"2025-03-18 10:04:19",259,18.61,259,19.61348,19.98893,19.61348,0
"2025-03-18 10:04:20",260,18.61,260,19.60788,19.98893,19.60227,0
"2025-03-18 10:04:21",261,18.61,261,19.60788,19.97773,19.60227,0
"2025-03-18 10:04:22",262,18.61,262,19.60227,19.96652,19.60227,0
"2025-03-18 10:04:23",263,18.61,263,19.60227,19.96652,19.60227,0
"2025-03-18 10:04:24",264,18.61,264,19.59667,19.96652,19.59667,0
"2025-03-18 10:04:25",265,18.61,265,19.59667,19.96092,19.59106,0
"2025-03-18 10:04:26",266,18.61,266,19.59106,19.94972,19.59106,0
"2025-03-18 10:04:27",267,18.61,267,19.59106,19.94411,19.58545,0
"2025-03-18 10:04:28",268,18.61,268,19.59106,19.93291,19.58545,0
"2025-03-18 10:04:29",269,18.61,269,19.58545,19.93851,19.58545,0
"2025-03-18 10:04:30",270,18.61,270,19.57985,19.92731,19.57985,0
"2025-03-18 10:04:31",271,18.61,271,19.57985,19.92171,19.57985,0
"2025-03-18 10:04:32",272,18.61,272,19.57424,19.92171,19.57985,0
"2025-03-18 10:04:33",273,18.61,273,19.57424,19.9105,19.57424,0
"2025-03-18 10:04:34",274,18.61,274,19.56864,19.9105,19.57424,0
"2025-03-18 10:04:35",275,18.61,275,19.56864,19.9049,19.56864,0
"2025-03-18 10:04:36",276,18.61,276,19.56864,19.89929,19.56864,0
"2025-03-18 10:04:37",277,18.61,277,19.56303,19.89369,19.56303,0
"2025-03-18 10:04:38",278,18.61,278,19.55743,19.88809,19.55743,0
"2025-03-18 10:04:39",279,18.61,279,19.55743,19.88248,19.55743,0
"2025-03-18 10:04:40",280,18.61,280,19.55743,19.87688,19.55743,0
"2025-03-18 10:04:41",281,18.61,281,19.55743,19.87128,19.55743,0
"2025-03-18 10:04:42",282,18.61,282,19.55182,19.87128,19.55182,0
"2025-03-18 10:04:43",283,18.61,283,19.55182,19.86007,19.55182,0
"2025-03-18 10:04:44",284,18.61,284,19.54622,19.86007,19.54622,0
"2025-03-18 10:04:45",285,18.61,285,19.54622,19.84887,19.54622,0
"2025-03-18 10:04:46",286,18.61,286,19.54622,19.84887,19.54061,0
"2025-03-18 10:04:47",287,18.61,287,19.54061,19.84326,19.54061,0
"2025-03-18 10:04:48",288,18.61,288,19.54061,19.83766,19.535,0
"2025-03-18 10:04:49",289,18.61,289,19.535,19.83766,19.535,0
"2025-03-18 10:04:50",290,18.61,290,19.535,19.83205,19.535,0
"2025-03-18 10:04:51",291,18.61,291,19.535,19.82645,19.535,0
"2025-03-18 10:04:52",292,18.61,292,19.535,19.82085,19.5294,0
"2025-03-18 10:04:53",293,18.61,293,19.52379,19.82085,19.52379,0
"2025-03-18 10:04:54",294,18.61,294,19.5294,19.81524,19.52379,0
"2025-03-18 10:04:55",295,18.61,295,19.52379,19.80964,19.52379,0
"2025-03-18 10:04:56",296,18.61,296,19.52379,19.80404,19.52379,0
"2025-03-18 10:04:57",297,18.61,297,19.52379,19.79843,19.51818,0
"2025-03-18 10:04:58",298,18.61,298,19.51818,19.79843,19.51258,0
"2025-03-18 10:04:59",299,18.61,299,19.51258,19.79283,19.51258,0
"2025-03-18 12:00:00",300,18.1,0,18.06844,18.08529,18.08529,0
"2025-03-18 12:00:01",301,18.1,1,18.06844,18.08529,18.07967,0
"2025-03-18 12:00:02",302,18.1,2,18.06844,18.08529,18.07967,0
"2025-03-18 12:00:03",303,18.1,3,18.07405,18.08529,18.07967,0
"2025-03-18 12:00:04",304,18.1,4,18.06844,18.08529,18.07967,0
"2025-03-18 12:00:05",305,18.1,5,18.07405,18.08529,18.07967,0
"2025-03-18 12:00:06",306,18.1,6,18.06844,18.08529,18.07967,0
"2025-03-18 12:00:07",307,18.1,7,18.07405,18.08529,18.07967,0
"2025-03-18 12:00:08",308,18.1,8,18.07405,22.75995,18.07967,303.2
"2025-03-18 12:00:09",309,18.1,9,18.06844,28.26027,18.07967,303.2
"2025-03-18 12:00:10",310,18.1,10,18.06844,32.77669,18.07967,303.2
"2025-03-18 12:00:11",311,18.1,11,18.06844,36.60758,18.07967,302.5
"2025-03-18 12:00:12",312,18.1,12,18.07405,39.94943,18.07967,301.8
"2025-03-18 12:00:13",313,18.1,13,18.07405,42.91232,18.07967,301.8
"2025-03-18 12:00:14",314,18.1,14,18.06844,45.55162,18.07967,301.8
"2025-03-18 12:00:15",315,18.1,15,18.06844,47.9436,18.07967,301.8
"2025-03-18 12:00:16",316,18.1,16,18.07405,50.13438,18.07967,301.5
"2025-03-18 12:00:17",317,18.1,17,18.07405,52.14193,18.08529,300.4
"2025-03-18 12:00:18",318,18.1,18,18.07405,54.0158,18.09091,300.4
"2025-03-18 12:00:19",319,18.1,19,18.07405,55.77303,18.09091,300.4
"2025-03-18 12:00:20",320,18.1,20,18.07405,57.43042,18.09091,300.4
"2025-03-18 12:00:21",321,18.1,21,18.07967,58.98866,18.10214,300.4
"2025-03-18 12:00:22",322,18.1,22,18.08529,60.48013,18.10214,300.4
"2025-03-18 12:00:23",323,18.1,23,18.09653,57.90779,18.11338,0
"2025-03-18 12:00:24",324,18.1,24,18.10776,54.33562,18.12461,0
"2025-03-18 12:00:25",325,18.1,25,18.119,51.43592,18.14147,0
"2025-03-18 12:00:26",326,18.1,26,18.13023,49.05595,18.15832,0
"2025-03-18 12:00:27",327,18.1,27,18.14709,46.99103,18.17517,0
"2025-03-18 12:00:28",328,18.1,28,18.16394,45.21156,18.20326,0
"2025-03-18 12:00:29",329,18.1,29,18.18641,43.64833,18.22573,0
"2025-03-18 12:00:30",330,18.1,30,18.20888,42.24597,18.25381,0
"2025-03-18 12:00:31",331,18.1,31,18.24258,40.98193,18.28189,0
"2025-03-18 12:00:32",332,18.1,32,18.26504,39.84066,18.32121,0
"2025-03-18 12:00:33",333,18.1,33,18.29874,38.80643,18.3549,0
"2025-03-18 12:00:34",334,18.1,34,18.33244,37.85792,18.39421,0
"2025-03-18 12:00:35",335,18.1,35,18.37175,36.99003,18.43352,0
"2025-03-18 12:00:36",336,18.1,36,18.41106,36.18664,18.46721,0
"2025-03-18 12:00:37",337,18.1,37,18.44475,35.44799,18.51213,0
"2025-03-18 12:00:38",338,18.1,38,18.47844,34.76335,18.55143,0
"2025-03-18 12:00:39",339,18.1,39,18.51774,34.12738,18.59072,0
"2025-03-18 12:00:40",340,18.1,40,18.56266,33.52924,18.63002,0
"2025-03-18 12:00:41",341,18.1,41,18.59634,32.98001,18.67493,0
"2025-03-18 12:00:42",342,18.1,42,18.64125,32.45784,18.71983,0
"2025-03-18 12:00:43",343,18.1,43,18.67493,31.96828,18.75912,0
"2025-03-18 12:00:44",344,18.1,44,18.71983,31.51691,18.7984,0
"2025-03-18 12:00:45",345,18.1,45,18.75912,31.08176,18.8433,0
"2025-03-18 12:00:46",346,18.1,46,18.7984,30.67942,18.88258,0
"2025-03-18 12:00:47",347,18.1,47,18.83208,30.29338,18.92186,0
"2025-03-18 12:00:48",348,18.1,48,18.86574,29.9292,18.95552,0
"2025-03-18 12:00:49",349,18.1,49,18.91064,29.58691,18.9948,0
